#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Image URL,Image Path
459,Snover,Grass,Ice,334,60,62,50,62,60,40,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png,pokemon_images\Snover.png
460,Abomasnow,Grass,Ice,494,90,92,75,92,85,60,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png,pokemon_images\Abomasnow.png
460,AbomasnowMega Abomasnow,Grass,Ice,594,90,132,105,132,105,30,4,False,,
461,Weavile,Dark,Ice,510,70,120,65,45,85,125,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png,pokemon_images\Weavile.png
462,Magnezone,Electric,Steel,535,70,70,115,130,90,60,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png,pokemon_images\Magnezone.png
463,Lickilicky,Normal,,515,110,85,95,80,95,50,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png,pokemon_images\Lickilicky.png
464,Rhyperior,Ground,Rock,535,115,140,130,55,55,40,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png,pokemon_images\Rhyperior.png
465,Tangrowth,Grass,,535,100,100,125,110,50,50,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png,pokemon_images\Tangrowth.png
466,Electivire,Electric,,540,75,123,67,95,85,95,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png,pokemon_images\Electivire.png
467,Magmortar,Fire,,540,75,95,67,125,95,83,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png,pokemon_images\Magmortar.png
468,Togekiss,Fairy,Flying,545,85,50,95,120,115,80,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png,pokemon_images\Togekiss.png
469,Yanmega,Bug,Flying,515,86,76,86,116,56,95,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png,pokemon_images\Yanmega.png
470,Leafeon,Grass,,525,65,110,130,60,65,95,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png,pokemon_images\Leafeon.png
471,Glaceon,Ice,,525,65,60,110,130,95,65,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png,pokemon_images\Glaceon.png
472,Gliscor,Ground,Flying,510,75,95,125,45,75,95,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png,pokemon_images\Gliscor.png
473,Mamoswine,Ice,Ground,530,110,130,80,70,60,80,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png,pokemon_images\Mamoswine.png
474,Porygon-Z,Normal,,535,85,80,70,135,75,90,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png,pokemon_images\Porygon-Z.png
475,Gallade,Psychic,Fighting,518,68,125,65,65,115,80,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png,pokemon_images\Gallade.png
475,GalladeMega Gallade,Psychic,Fighting,618,68,165,95,65,115,110,4,False,,
476,Probopass,Rock,Steel,525,60,55,145,75,150,40,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png,pokemon_images\Probopass.png
477,Dusknoir,Ghost,,525,45,100,135,65,135,45,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png,pokemon_images\Dusknoir.png
478,Froslass,Ice,Ghost,480,70,80,70,80,70,110,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png,pokemon_images\Froslass.png
479,Rotom,Electric,Ghost,440,50,50,77,95,77,91,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png,pokemon_images\Rotom.png
479,RotomHeat Rotom,Electric,Fire,520,50,65,107,105,107,86,4,False,,
479,RotomWash Rotom,Electric,Water,520,50,65,107,105,107,86,4,False,,
479,RotomFrost Rotom,Electric,Ice,520,50,65,107,105,107,86,4,False,,
479,RotomFan Rotom,Electric,Flying,520,50,65,107,105,107,86,4,False,,
479,RotomMow Rotom,Electric,Grass,520,50,65,107,105,107,86,4,False,,
480,Uxie,Psychic,,580,75,75,130,75,130,95,4,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png,pokemon_images\Uxie.png
481,Mesprit,Psychic,,580,80,105,105,105,105,80,4,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png,pokemon_images\Mesprit.png
482,Azelf,Psychic,,580,75,125,70,125,70,115,4,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png,pokemon_images\Azelf.png
483,Dialga,Steel,Dragon,680,100,120,120,150,100,90,4,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png,pokemon_images\Dialga.png
484,Palkia,Water,Dragon,680,90,120,100,150,120,100,4,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png,pokemon_images\Palkia.png
485,Heatran,Fire,Steel,600,91,90,106,130,106,77,4,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png,pokemon_images\Heatran.png
486,Regigigas,Normal,,670,110,160,110,80,110,100,4,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png,pokemon_images\Regigigas.png
487,GiratinaAltered Forme,Ghost,Dragon,680,150,100,120,100,120,90,4,True,,
487,GiratinaOrigin Forme,Ghost,Dragon,680,150,120,100,120,100,90,4,True,,
488,Cresselia,Psychic,,600,120,70,120,75,130,85,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png,pokemon_images\Cresselia.png
489,Phione,Water,,480,80,80,80,80,80,80,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png,pokemon_images\Phione.png
490,Manaphy,Water,,600,100,100,100,100,100,100,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png,pokemon_images\Manaphy.png
491,Darkrai,Dark,,600,70,90,90,135,90,125,4,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png,pokemon_images\Darkrai.png
492,ShayminLand Forme,Grass,,600,100,100,100,100,100,100,4,True,,
492,ShayminSky Forme,Grass,Flying,600,100,103,75,120,75,127,4,True,,
493,Arceus,Normal,,720,120,120,120,120,120,120,4,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,pokemon_images\Arceus.png
494,Victini,Psychic,Fire,600,100,100,100,100,100,100,5,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png,pokemon_images\Victini.png
495,Snivy,Grass,,308,45,45,55,45,55,63,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png,pokemon_images\Snivy.png
496,Servine,Grass,,413,60,60,75,60,75,83,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png,pokemon_images\Servine.png
497,Serperior,Grass,,528,75,75,95,75,95,113,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png,pokemon_images\Serperior.png
498,Tepig,Fire,,308,65,63,45,45,45,45,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png,pokemon_images\Tepig.png
499,Pignite,Fire,Fighting,418,90,93,55,70,55,55,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png,pokemon_images\Pignite.png
500,Emboar,Fire,Fighting,528,110,123,65,100,65,65,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png,pokemon_images\Emboar.png
501,Oshawott,Water,,308,55,55,45,63,45,45,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png,pokemon_images\Oshawott.png
502,Dewott,Water,,413,75,75,60,83,60,60,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png,pokemon_images\Dewott.png
503,Samurott,Water,,528,95,100,85,108,70,70,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png,pokemon_images\Samurott.png
504,Patrat,Normal,,255,45,55,39,35,39,42,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png,pokemon_images\Patrat.png
505,Watchog,Normal,,420,60,85,69,60,69,77,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png,pokemon_images\Watchog.png
506,Lillipup,Normal,,275,45,60,45,25,45,55,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png,pokemon_images\Lillipup.png
507,Herdier,Normal,,370,65,80,65,35,65,60,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png,pokemon_images\Herdier.png
508,Stoutland,Normal,,500,85,110,90,45,90,80,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png,pokemon_images\Stoutland.png
509,Purrloin,Dark,,281,41,50,37,50,37,66,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png,pokemon_images\Purrloin.png
510,Liepard,Dark,,446,64,88,50,88,50,106,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png,pokemon_images\Liepard.png
511,Pansage,Grass,,316,50,53,48,53,48,64,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png,pokemon_images\Pansage.png
512,Simisage,Grass,,498,75,98,63,98,63,101,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png,pokemon_images\Simisage.png
513,Pansear,Fire,,316,50,53,48,53,48,64,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png,pokemon_images\Pansear.png
514,Simisear,Fire,,498,75,98,63,98,63,101,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png,pokemon_images\Simisear.png
515,Panpour,Water,,316,50,53,48,53,48,64,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png,pokemon_images\Panpour.png
516,Simipour,Water,,498,75,98,63,98,63,101,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png,pokemon_images\Simipour.png
517,Munna,Psychic,,292,76,25,45,67,55,24,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png,pokemon_images\Munna.png
518,Musharna,Psychic,,487,116,55,85,107,95,29,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png,pokemon_images\Musharna.png
519,Pidove,Normal,Flying,264,50,55,50,36,30,43,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png,pokemon_images\Pidove.png
520,Tranquill,Normal,Flying,358,62,77,62,50,42,65,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png,pokemon_images\Tranquill.png
521,Unfezant,Normal,Flying,488,80,115,80,65,55,93,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png,pokemon_images\Unfezant.png
522,Blitzle,Electric,,295,45,60,32,50,32,76,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png,pokemon_images\Blitzle.png
523,Zebstrika,Electric,,497,75,100,63,80,63,116,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png,pokemon_images\Zebstrika.png
524,Roggenrola,Rock,,280,55,75,85,25,25,15,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png,pokemon_images\Roggenrola.png
525,Boldore,Rock,,390,70,105,105,50,40,20,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png,pokemon_images\Boldore.png
526,Gigalith,Rock,,515,85,135,130,60,80,25,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,pokemon_images\Gigalith.png
527,Woobat,Psychic,Flying,313,55,45,43,55,43,72,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,pokemon_images\Woobat.png
528,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,pokemon_images\Swoobat.png
529,Drilbur,Ground,,328,60,85,40,30,45,68,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png,pokemon_images\Drilbur.png
530,Excadrill,Ground,Steel,508,110,135,60,50,65,88,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,pokemon_images\Excadrill.png
531,Audino,Normal,,445,103,60,86,60,86,50,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,pokemon_images\Audino.png
531,AudinoMega Audino,Normal,Fairy,545,103,60,126,80,126,50,5,False,,
532,Timburr,Fighting,,305,75,80,55,25,35,35,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png,pokemon_images\Timburr.png
533,Gurdurr,Fighting,,405,85,105,85,40,50,40,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png,pokemon_images\Gurdurr.png
534,Conkeldurr,Fighting,,505,105,140,95,55,65,45,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,pokemon_images\Conkeldurr.png
535,Tympole,Water,,294,50,50,40,50,40,64,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png,pokemon_images\Tympole.png
536,Palpitoad,Water,Ground,384,75,65,55,65,55,69,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png,pokemon_images\Palpitoad.png
537,Seismitoad,Water,Ground,509,105,95,75,85,75,74,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png,pokemon_images\Seismitoad.png
538,Throh,Fighting,,465,120,100,85,30,85,45,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png,pokemon_images\Throh.png
539,Sawk,Fighting,,465,75,125,75,30,75,85,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png,pokemon_images\Sawk.png
540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png,pokemon_images\Sewaddle.png
541,Swadloon,Bug,Grass,380,55,63,90,50,80,42,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png,pokemon_images\Swadloon.png
542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png,pokemon_images\Leavanny.png
543,Venipede,Bug,Poison,260,30,45,59,30,39,57,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png,pokemon_images\Venipede.png
544,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png,pokemon_images\Whirlipede.png
545,Scolipede,Bug,Poison,485,60,100,89,55,69,112,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,pokemon_images\Scolipede.png
546,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png,pokemon_images\Cottonee.png
547,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,pokemon_images\Whimsicott.png
548,Petilil,Grass,,280,45,35,50,70,50,30,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png,pokemon_images\Petilil.png
549,Lilligant,Grass,,480,70,60,75,110,75,90,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png,pokemon_images\Lilligant.png
550,Basculin,Water,,460,70,92,65,80,55,98,5,False,,
551,Sandile,Ground,Dark,292,50,72,35,35,35,65,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png,pokemon_images\Sandile.png
552,Krokorok,Ground,Dark,351,60,82,45,45,45,74,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,pokemon_images\Krokorok.png
553,Krookodile,Ground,Dark,519,95,117,80,65,70,92,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,pokemon_images\Krookodile.png
554,Darumaka,Fire,,315,70,90,45,15,45,50,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,pokemon_images\Darumaka.png
555,DarmanitanStandard Mode,Fire,,480,105,140,55,30,55,95,5,False,,
555,DarmanitanZen Mode,Fire,Psychic,540,105,30,105,140,105,55,5,False,,
556,Maractus,Grass,,461,75,86,67,106,67,60,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,pokemon_images\Maractus.png
557,Dwebble,Bug,Rock,325,50,65,85,35,35,55,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,pokemon_images\Dwebble.png
558,Crustle,Bug,Rock,475,70,95,125,65,75,45,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,pokemon_images\Crustle.png
559,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,pokemon_images\Scraggy.png
560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,pokemon_images\Scrafty.png
561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,pokemon_images\Sigilyph.png
562,Yamask,Ghost,,303,38,30,85,55,65,30,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,pokemon_images\Yamask.png
563,Cofagrigus,Ghost,,483,58,50,145,95,105,30,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,pokemon_images\Cofagrigus.png
564,Tirtouga,Water,Rock,355,54,78,103,53,45,22,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,pokemon_images\Tirtouga.png
565,Carracosta,Water,Rock,495,74,108,133,83,65,32,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,pokemon_images\Carracosta.png
566,Archen,Rock,Flying,401,55,112,45,74,45,70,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,pokemon_images\Archen.png
567,Archeops,Rock,Flying,567,75,140,65,112,65,110,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,pokemon_images\Archeops.png
568,Trubbish,Poison,,329,50,50,62,40,62,65,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,pokemon_images\Trubbish.png
569,Garbodor,Poison,,474,80,95,82,60,82,75,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,pokemon_images\Garbodor.png
570,Zorua,Dark,,330,40,65,40,80,40,65,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,pokemon_images\Zorua.png
571,Zoroark,Dark,,510,60,105,60,120,60,105,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,pokemon_images\Zoroark.png
572,Minccino,Normal,,300,55,50,40,40,40,75,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,pokemon_images\Minccino.png
573,Cinccino,Normal,,470,75,95,60,65,60,115,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,pokemon_images\Cinccino.png
574,Gothita,Psychic,,290,45,30,50,55,65,45,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,pokemon_images\Gothita.png
575,Gothorita,Psychic,,390,60,45,70,75,85,55,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,pokemon_images\Gothorita.png
576,Gothitelle,Psychic,,490,70,55,95,95,110,65,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,pokemon_images\Gothitelle.png
577,Solosis,Psychic,,290,45,30,40,105,50,20,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,pokemon_images\Solosis.png
578,Duosion,Psychic,,370,65,40,50,125,60,30,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,pokemon_images\Duosion.png
579,Reuniclus,Psychic,,490,110,65,75,125,85,30,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,pokemon_images\Reuniclus.png
580,Ducklett,Water,Flying,305,62,44,50,44,50,55,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,pokemon_images\Ducklett.png
581,Swanna,Water,Flying,473,75,87,63,87,63,98,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,pokemon_images\Swanna.png
582,Vanillite,Ice,,305,36,50,50,65,60,44,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,pokemon_images\Vanillite.png
583,Vanillish,Ice,,395,51,65,65,80,75,59,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,pokemon_images\Vanillish.png
584,Vanilluxe,Ice,,535,71,95,85,110,95,79,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,pokemon_images\Vanilluxe.png
585,Deerling,Normal,Grass,335,60,60,50,40,50,75,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,pokemon_images\Deerling.png
586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,pokemon_images\Sawsbuck.png
587,Emolga,Electric,Flying,428,55,75,60,75,60,103,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,pokemon_images\Emolga.png
588,Karrablast,Bug,,315,50,75,45,40,45,60,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,pokemon_images\Karrablast.png
589,Escavalier,Bug,Steel,495,70,135,105,60,105,20,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,pokemon_images\Escavalier.png
590,Foongus,Grass,Poison,294,69,55,45,55,55,15,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,pokemon_images\Foongus.png
591,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,pokemon_images\Amoonguss.png
592,Frillish,Water,Ghost,335,55,40,50,65,85,40,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,pokemon_images\Frillish.png
593,Jellicent,Water,Ghost,480,100,60,70,85,105,60,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,pokemon_images\Jellicent.png
594,Alomomola,Water,,470,165,75,80,40,45,65,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,pokemon_images\Alomomola.png
595,Joltik,Bug,Electric,319,50,47,50,57,50,65,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,pokemon_images\Joltik.png
596,Galvantula,Bug,Electric,472,70,77,60,97,60,108,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,pokemon_images\Galvantula.png
597,Ferroseed,Grass,Steel,305,44,50,91,24,86,10,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,pokemon_images\Ferroseed.png
598,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,pokemon_images\Ferrothorn.png
599,Klink,Steel,,300,40,55,70,45,60,30,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,pokemon_images\Klink.png
600,Klang,Steel,,440,60,80,95,70,85,50,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,pokemon_images\Klang.png
601,Klinklang,Steel,,520,60,100,115,70,85,90,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,pokemon_images\Klinklang.png
602,Tynamo,Electric,,275,35,55,40,45,40,60,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,pokemon_images\Tynamo.png
603,Eelektrik,Electric,,405,65,85,70,75,70,40,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,pokemon_images\Eelektrik.png
604,Eelektross,Electric,,515,85,115,80,105,80,50,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,pokemon_images\Eelektross.png
605,Elgyem,Psychic,,335,55,55,55,85,55,30,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,pokemon_images\Elgyem.png
606,Beheeyem,Psychic,,485,75,75,75,125,95,40,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png,pokemon_images\Beheeyem.png
607,Litwick,Ghost,Fire,275,50,30,55,65,55,20,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png,pokemon_images\Litwick.png
608,Lampent,Ghost,Fire,370,60,40,60,95,60,55,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png,pokemon_images\Lampent.png
609,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png,pokemon_images\Chandelure.png
610,Axew,Dragon,,320,46,87,60,30,40,57,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png,pokemon_images\Axew.png
611,Fraxure,Dragon,,410,66,117,70,40,50,67,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png,pokemon_images\Fraxure.png
612,Haxorus,Dragon,,540,76,147,90,60,70,97,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,pokemon_images\Haxorus.png
613,Cubchoo,Ice,,305,55,70,40,60,40,40,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,pokemon_images\Cubchoo.png
614,Beartic,Ice,,485,95,110,80,70,80,50,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,pokemon_images\Beartic.png
615,Cryogonal,Ice,,485,70,50,30,95,135,105,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,pokemon_images\Cryogonal.png
