#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Image URL,Image Path,JPG Path
311,Plusle,Electric,,405,60,50,40,85,75,95,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,pokemon_images\Plusle.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD0590>
312,Minun,Electric,,405,60,40,50,75,85,95,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,pokemon_images\Minun.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD0620>
313,Volbeat,Bug,,400,65,73,55,47,75,85,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,pokemon_images\Volbeat.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD06B0>
314,Illumise,Bug,,400,65,47,55,73,75,85,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png,pokemon_images\Illumise.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD0740>
315,Roselia,Grass,Poison,400,50,60,45,100,80,65,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,pokemon_images\Roselia.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD07D0>
316,Gulpin,Poison,,302,70,43,53,43,53,40,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,pokemon_images\Gulpin.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD0860>
317,Swalot,Poison,,467,100,73,83,73,83,55,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,pokemon_images\Swalot.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD08F0>
318,Carvanha,Water,Dark,305,45,90,20,65,20,65,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,pokemon_images\Carvanha.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD0980>
319,Sharpedo,Water,Dark,460,70,120,40,95,40,95,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,pokemon_images\Sharpedo.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD0A10>
319,SharpedoMega Sharpedo,Water,Dark,560,70,140,70,110,65,105,3,False,,,
320,Wailmer,Water,,400,130,70,35,70,35,60,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,pokemon_images\Wailmer.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD0AA0>
321,Wailord,Water,,500,170,90,45,90,45,60,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,pokemon_images\Wailord.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD0B30>
322,Numel,Fire,Ground,305,60,60,40,65,45,35,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,pokemon_images\Numel.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD0BC0>
323,Camerupt,Fire,Ground,460,70,100,70,105,75,40,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,pokemon_images\Camerupt.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD0C50>
323,CameruptMega Camerupt,Fire,Ground,560,70,120,100,145,105,20,3,False,,,
324,Torkoal,Fire,,470,70,85,140,85,70,20,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,pokemon_images\Torkoal.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD0CE0>
325,Spoink,Psychic,,330,60,25,35,70,80,60,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,pokemon_images\Spoink.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD0D70>
326,Grumpig,Psychic,,470,80,45,65,90,110,80,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,pokemon_images\Grumpig.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD0E00>
327,Spinda,Normal,,360,60,60,60,60,60,60,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,pokemon_images\Spinda.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD0F50>
328,Trapinch,Ground,,290,45,100,45,45,45,10,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,pokemon_images\Trapinch.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD0E90>
329,Vibrava,Ground,Dragon,340,50,70,50,50,50,70,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,pokemon_images\Vibrava.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD0F80>
330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,pokemon_images\Flygon.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1010>
331,Cacnea,Grass,,335,50,85,40,85,40,35,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,pokemon_images\Cacnea.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD10A0>
332,Cacturne,Grass,Dark,475,70,115,60,115,60,55,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,pokemon_images\Cacturne.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1130>
333,Swablu,Normal,Flying,310,45,40,60,40,75,50,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,pokemon_images\Swablu.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD11C0>
334,Altaria,Dragon,Flying,490,75,70,90,70,105,80,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,pokemon_images\Altaria.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1250>
334,AltariaMega Altaria,Dragon,Fairy,590,75,110,110,110,105,80,3,False,,,
335,Zangoose,Normal,,458,73,115,60,60,60,90,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png,pokemon_images\Zangoose.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD12E0>
336,Seviper,Poison,,458,73,100,60,100,60,65,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png,pokemon_images\Seviper.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1370>
337,Lunatone,Rock,Psychic,440,70,55,65,95,85,70,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png,pokemon_images\Lunatone.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1400>
338,Solrock,Rock,Psychic,440,70,95,85,55,65,70,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png,pokemon_images\Solrock.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1520>
339,Barboach,Water,Ground,288,50,48,43,46,41,60,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png,pokemon_images\Barboach.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1490>
340,Whiscash,Water,Ground,468,110,78,73,76,71,60,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png,pokemon_images\Whiscash.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1580>
341,Corphish,Water,,308,43,80,65,50,35,35,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png,pokemon_images\Corphish.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1610>
342,Crawdaunt,Water,Dark,468,63,120,85,90,55,55,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png,pokemon_images\Crawdaunt.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD16A0>
343,Baltoy,Ground,Psychic,300,40,40,55,40,70,55,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png,pokemon_images\Baltoy.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1730>
344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png,pokemon_images\Claydol.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD17C0>
345,Lileep,Rock,Grass,355,66,41,77,61,87,23,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png,pokemon_images\Lileep.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1850>
346,Cradily,Rock,Grass,495,86,81,97,81,107,43,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png,pokemon_images\Cradily.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD18E0>
347,Anorith,Rock,Bug,355,45,95,50,40,50,75,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png,pokemon_images\Anorith.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1970>
348,Armaldo,Rock,Bug,495,75,125,100,70,80,45,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png,pokemon_images\Armaldo.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1A00>
349,Feebas,Water,,200,20,15,20,10,55,80,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png,pokemon_images\Feebas.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1A90>
350,Milotic,Water,,540,95,60,79,100,125,81,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png,pokemon_images\Milotic.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1B20>
351,Castform,Normal,,420,70,70,70,70,70,70,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png,pokemon_images\Castform.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1BB0>
352,Kecleon,Normal,,440,60,90,70,60,120,40,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png,pokemon_images\Kecleon.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1C40>
353,Shuppet,Ghost,,295,44,75,35,63,33,45,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png,pokemon_images\Shuppet.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1CD0>
354,Banette,Ghost,,455,64,115,65,83,63,65,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png,pokemon_images\Banette.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1D60>
354,BanetteMega Banette,Ghost,,555,64,165,75,93,83,75,3,False,,,
355,Duskull,Ghost,,295,20,40,90,30,90,25,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,pokemon_images\Duskull.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1DF0>
356,Dusclops,Ghost,,455,40,70,130,60,130,25,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,pokemon_images\Dusclops.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1E80>
357,Tropius,Grass,Flying,460,99,68,83,72,87,51,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,pokemon_images\Tropius.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1F10>
358,Chimecho,Psychic,,425,65,50,70,95,80,65,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,pokemon_images\Chimecho.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD1FA0>
359,Absol,Dark,,465,65,130,60,75,60,75,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,pokemon_images\Absol.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2030>
359,AbsolMega Absol,Dark,,565,65,150,60,115,60,115,3,False,,,
360,Wynaut,Psychic,,260,95,23,48,23,48,23,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png,pokemon_images\Wynaut.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD20C0>
361,Snorunt,Ice,,300,50,50,50,50,50,50,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,pokemon_images\Snorunt.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2150>
362,Glalie,Ice,,480,80,80,80,80,80,80,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,pokemon_images\Glalie.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD21E0>
362,GlalieMega Glalie,Ice,,580,80,120,80,120,80,100,3,False,,,
363,Spheal,Ice,Water,290,70,40,50,55,50,25,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png,pokemon_images\Spheal.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2270>
364,Sealeo,Ice,Water,410,90,60,70,75,70,45,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png,pokemon_images\Sealeo.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2300>
365,Walrein,Ice,Water,530,110,80,90,95,90,65,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png,pokemon_images\Walrein.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2390>
366,Clamperl,Water,,345,35,64,85,74,55,32,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png,pokemon_images\Clamperl.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2420>
367,Huntail,Water,,485,55,104,105,94,75,52,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png,pokemon_images\Huntail.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD24B0>
368,Gorebyss,Water,,485,55,84,105,114,75,52,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png,pokemon_images\Gorebyss.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2540>
369,Relicanth,Water,Rock,485,100,90,130,45,65,55,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png,pokemon_images\Relicanth.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD25D0>
370,Luvdisc,Water,,330,43,30,55,40,65,97,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png,pokemon_images\Luvdisc.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2660>
371,Bagon,Dragon,,300,45,75,60,40,30,50,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png,pokemon_images\Bagon.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD26F0>
372,Shelgon,Dragon,,420,65,95,100,60,50,50,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png,pokemon_images\Shelgon.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2780>
373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png,pokemon_images\Salamence.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2810>
373,SalamenceMega Salamence,Dragon,Flying,700,95,145,130,120,90,120,3,False,,,
374,Beldum,Steel,Psychic,300,40,55,80,35,60,30,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png,pokemon_images\Beldum.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD28A0>
375,Metang,Steel,Psychic,420,60,75,100,55,80,50,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png,pokemon_images\Metang.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2930>
376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png,pokemon_images\Metagross.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD29C0>
376,MetagrossMega Metagross,Steel,Psychic,700,80,145,150,105,110,110,3,False,,,
377,Regirock,Rock,,580,80,100,200,50,100,50,3,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png,pokemon_images\Regirock.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2A50>
378,Regice,Ice,,580,80,50,100,100,200,50,3,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png,pokemon_images\Regice.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2AE0>
379,Registeel,Steel,,580,80,75,150,75,150,50,3,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png,pokemon_images\Registeel.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2B70>
380,Latias,Dragon,Psychic,600,80,80,90,110,130,110,3,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png,pokemon_images\Latias.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2C00>
380,LatiasMega Latias,Dragon,Psychic,700,80,100,120,140,150,110,3,True,,,
381,Latios,Dragon,Psychic,600,80,90,80,130,110,110,3,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png,pokemon_images\Latios.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2C90>
381,LatiosMega Latios,Dragon,Psychic,700,80,130,100,160,120,110,3,True,,,
382,Kyogre,Water,,670,100,100,90,150,140,90,3,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png,pokemon_images\Kyogre.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2D20>
382,KyogrePrimal Kyogre,Water,,770,100,150,90,180,160,90,3,True,,,
383,Groudon,Ground,,670,100,150,140,100,90,90,3,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png,pokemon_images\Groudon.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2DB0>
383,GroudonPrimal Groudon,Ground,Fire,770,100,180,160,150,90,90,3,True,,,
384,Rayquaza,Dragon,Flying,680,105,150,90,150,90,95,3,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png,pokemon_images\Rayquaza.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2E40>
384,RayquazaMega Rayquaza,Dragon,Flying,780,105,180,100,180,100,115,3,True,,,
385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png,pokemon_images\Jirachi.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2ED0>
386,DeoxysNormal Forme,Psychic,,600,50,150,50,150,50,150,3,True,,,
386,DeoxysAttack Forme,Psychic,,600,50,180,20,180,20,150,3,True,,,
386,DeoxysDefense Forme,Psychic,,600,50,70,160,70,160,90,3,True,,,
386,DeoxysSpeed Forme,Psychic,,600,50,95,90,95,90,180,3,True,,,
387,Turtwig,Grass,,318,55,68,64,45,55,31,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png,pokemon_images\Turtwig.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2F60>
388,Grotle,Grass,,405,75,89,85,55,65,36,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png,pokemon_images\Grotle.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD2FF0>
389,Torterra,Grass,Ground,525,95,109,105,75,85,56,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png,pokemon_images\Torterra.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD3080>
390,Chimchar,Fire,,309,44,58,44,58,44,61,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png,pokemon_images\Chimchar.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD3110>
391,Monferno,Fire,Fighting,405,64,78,52,78,52,81,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png,pokemon_images\Monferno.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD31A0>
392,Infernape,Fire,Fighting,534,76,104,71,104,71,108,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png,pokemon_images\Infernape.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD3230>
393,Piplup,Water,,314,53,51,53,61,56,40,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png,pokemon_images\Piplup.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD32C0>
394,Prinplup,Water,,405,64,66,68,81,76,50,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png,pokemon_images\Prinplup.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD3350>
395,Empoleon,Water,Steel,530,84,86,88,111,101,60,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png,pokemon_images\Empoleon.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD33E0>
396,Starly,Normal,Flying,245,40,55,30,30,30,60,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png,pokemon_images\Starly.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD3470>
397,Staravia,Normal,Flying,340,55,75,50,40,40,80,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png,pokemon_images\Staravia.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD3500>
398,Staraptor,Normal,Flying,485,85,120,70,50,60,100,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png,pokemon_images\Staraptor.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD3590>
399,Bidoof,Normal,,250,59,45,40,35,40,31,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png,pokemon_images\Bidoof.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD3620>
400,Bibarel,Normal,Water,410,79,85,60,55,60,71,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png,pokemon_images\Bibarel.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD36B0>
401,Kricketot,Bug,,194,37,25,41,25,41,25,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png,pokemon_images\Kricketot.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD3740>
402,Kricketune,Bug,,384,77,85,51,55,51,65,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png,pokemon_images\Kricketune.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD37D0>
403,Shinx,Electric,,263,45,65,34,40,34,45,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png,pokemon_images\Shinx.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD3860>
404,Luxio,Electric,,363,60,85,49,60,49,60,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png,pokemon_images\Luxio.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD38F0>
405,Luxray,Electric,,523,80,120,79,95,79,70,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png,pokemon_images\Luxray.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD3980>
406,Budew,Grass,Poison,280,40,30,35,50,70,55,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png,pokemon_images\Budew.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD3A10>
407,Roserade,Grass,Poison,515,60,70,65,125,105,90,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png,pokemon_images\Roserade.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD3AA0>
408,Cranidos,Rock,,350,67,125,40,30,30,58,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png,pokemon_images\Cranidos.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD3B30>
409,Rampardos,Rock,,495,97,165,60,65,50,58,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png,pokemon_images\Rampardos.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD3BC0>
410,Shieldon,Rock,Steel,350,30,42,118,42,88,30,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png,pokemon_images\Shieldon.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD3C50>
411,Bastiodon,Rock,Steel,495,60,52,168,47,138,30,4,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png,pokemon_images\Bastiodon.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ECD3CE0>
